-3.404254999999999853e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.399248999999999654e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.394243000000000166e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.389236999999999966e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.384230000000000160e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.379223999999999961e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.374217999999999762e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.369212000000000273e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.364204999999999757e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.359199000000000268e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.354193000000000069e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.349186000000000263e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.344180000000000064e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.339173999999999864e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.334167999999999665e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.329160999999999859e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.324154999999999660e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.319149000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.314142999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.309136000000000166e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.304129999999999967e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.299123999999999768e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.294118000000000279e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.289110999999999763e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.284105000000000274e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.279099000000000075e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.274092999999999876e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.269086000000000070e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.264079999999999870e+01,0.000000000000000000e+00,0.000000000000000000e+00
